file_name,start_time,end_time,speaker
20200707_L_R001S03C01.flac,31.55346875,33.15659375,SPEAKER_03
20200707_L_R001S03C01.flac,33.15659375,33.20721875,SPEAKER_09
20200707_L_R001S03C01.flac,33.20721875,33.25784375,SPEAKER_08
20200707_L_R001S03C01.flac,33.25784375,33.274718750000005,SPEAKER_09
20200707_L_R001S03C01.flac,33.274718750000005,33.96659375,SPEAKER_08
20200707_L_R001S03C01.flac,33.96659375,36.41346875,SPEAKER_09
20200707_L_R001S03C01.flac,36.41346875,38.235968750000005,SPEAKER_06
20200707_L_R001S03C01.flac,38.235968750000005,40.125968750000006,SPEAKER_02
20200707_L_R001S03C01.flac,40.17659375,41.98221875,SPEAKER_02
20200707_L_R001S03C01.flac,41.98221875,41.99909375,SPEAKER_10
20200707_L_R001S03C01.flac,42.336593750000006,42.353468750000005,SPEAKER_09
20200707_L_R001S03C01.flac,42.58971875,43.75409375,SPEAKER_09
20200707_L_R001S03C01.flac,45.104093750000004,45.17159375,SPEAKER_03
20200707_L_R001S03C01.flac,45.17159375,46.977218750000006,SPEAKER_08
20200707_L_R001S03C01.flac,46.977218750000006,51.38159375,SPEAKER_09
20200707_L_R001S03C01.flac,52.32659375,53.76096875,SPEAKER_09
20200707_L_R001S03C01.flac,54.284093750000004,62.01284375,SPEAKER_09
20200707_L_R001S03C01.flac,62.01284375,62.02971875,SPEAKER_08
20200707_L_R001S03C01.flac,62.02971875,62.080343750000004,SPEAKER_00
20200707_L_R001S03C01.flac,62.080343750000004,63.98721875000001,SPEAKER_03
20200707_L_R001S03C01.flac,62.11409375,62.14784375000001,SPEAKER_09
20200707_L_R001S03C01.flac,62.14784375000001,62.164718750000006,SPEAKER_00
20200707_L_R001S03C01.flac,62.46846875000001,62.502218750000004,SPEAKER_00
20200707_L_R001S03C01.flac,62.502218750000004,62.83971875,SPEAKER_09
20200707_L_R001S03C01.flac,62.83971875,62.95784375,SPEAKER_00
20200707_L_R001S03C01.flac,62.95784375,62.97471875,SPEAKER_09
20200707_L_R001S03C01.flac,62.97471875,63.210968750000006,SPEAKER_00
20200707_L_R001S03C01.flac,63.227843750000005,63.244718750000004,SPEAKER_00
20200707_L_R001S03C01.flac,64.67909375,69.97784375,SPEAKER_08
20200707_L_R001S03C01.flac,69.97784375,71.74971875,SPEAKER_09
20200707_L_R001S03C01.flac,71.74971875,71.76659375,SPEAKER_08
20200707_L_R001S03C01.flac,73.31909375000001,82.92096875,SPEAKER_09
20200707_L_R001S03C01.flac,83.19096875000001,88.54034375,SPEAKER_09
20200707_L_R001S03C01.flac,88.54034375,88.57409375,SPEAKER_01
20200707_L_R001S03C01.flac,88.57409375,101.8209688,SPEAKER_09
20200707_L_R001S03C01.flac,90.14346875000001,90.24471875,SPEAKER_03
20200707_L_R001S03C01.flac,90.26159375,90.31221875,SPEAKER_03
20200707_L_R001S03C01.flac,101.8209688,101.92221875000001,SPEAKER_03
20200707_L_R001S03C01.flac,101.92221875000001,101.95596875000001,SPEAKER_09
20200707_L_R001S03C01.flac,101.95596875000001,102.0234688,SPEAKER_03
20200707_L_R001S03C01.flac,102.0234688,102.19221875000001,SPEAKER_09
20200707_L_R001S03C01.flac,102.19221875000001,102.2765938,SPEAKER_03
20200707_L_R001S03C01.flac,102.39471875000001,108.3515938,SPEAKER_09
20200707_L_R001S03C01.flac,108.3515938,108.52034375000001,SPEAKER_03
20200707_L_R001S03C01.flac,108.52034375000001,108.7734688,SPEAKER_09
20200707_L_R001S03C01.flac,108.7734688,108.7903438,SPEAKER_03
20200707_L_R001S03C01.flac,108.90846875000001,115.9790938,SPEAKER_06
20200707_L_R001S03C01.flac,116.4515938,119.5734688,SPEAKER_06
20200707_L_R001S03C01.flac,119.8265938,119.84346875000001,SPEAKER_06
20200707_L_R001S03C01.flac,119.84346875000001,128.6184688,SPEAKER_08
20200707_L_R001S03C01.flac,128.6184688,137.3765938,SPEAKER_09
20200707_L_R001S03C01.flac,135.21659375000002,136.46534375000002,SPEAKER_06
20200707_L_R001S03C01.flac,136.46534375000002,144.1434688,SPEAKER_10
20200707_L_R001S03C01.flac,137.3765938,137.4778438,SPEAKER_08
20200707_L_R001S03C01.flac,143.8228438,149.2903438,SPEAKER_08
20200707_L_R001S03C01.flac,149.2903438,149.3240938,SPEAKER_09
20200707_L_R001S03C01.flac,149.54346875000002,149.56034375000002,SPEAKER_08
20200707_L_R001S03C01.flac,149.56034375000002,151.7709688,SPEAKER_06
20200707_L_R001S03C01.flac,149.6109688,149.6447188,SPEAKER_08
20200707_L_R001S03C01.flac,149.6447188,149.8472188,SPEAKER_09
20200707_L_R001S03C01.flac,149.8472188,150.0328438,SPEAKER_08
20200707_L_R001S03C01.flac,150.0328438,150.28596875000002,SPEAKER_09
20200707_L_R001S03C01.flac,151.58534375000002,151.60221875000002,SPEAKER_09
20200707_L_R001S03C01.flac,151.60221875000002,151.61909375000002,SPEAKER_07
20200707_L_R001S03C01.flac,151.61909375000002,151.65284375000002,SPEAKER_09
20200707_L_R001S03C01.flac,151.65284375000002,152.3615938,SPEAKER_07
20200707_L_R001S03C01.flac,152.3615938,152.47971875000002,SPEAKER_09
20200707_L_R001S03C01.flac,152.47971875000002,152.7665938,SPEAKER_07
20200707_L_R001S03C01.flac,152.7665938,152.8003438,SPEAKER_09
20200707_L_R001S03C01.flac,152.8003438,152.81721875000002,SPEAKER_07
20200707_L_R001S03C01.flac,152.81721875000002,152.91846875000002,SPEAKER_09
20200707_L_R001S03C01.flac,152.9690938,159.8878438,SPEAKER_09
20200707_L_R001S03C01.flac,153.4753438,153.77909375000002,SPEAKER_07
20200707_L_R001S03C01.flac,160.2759688,180.25596875000002,SPEAKER_02
20200707_L_R001S03C01.flac,173.91096875000002,176.07096875000002,SPEAKER_06
20200707_L_R001S03C01.flac,177.5222188,182.75346875000002,SPEAKER_04
20200707_L_R001S03C01.flac,180.25596875000002,180.27284375000002,SPEAKER_07
20200707_L_R001S03C01.flac,182.9728438,195.5784688,SPEAKER_06
20200707_L_R001S03C01.flac,195.6965938,220.5534688,SPEAKER_09
